Wavelength	Guineapig2022_00000.asd.sco	Guineapig2022_00001.asd.sco	Guineapig2022_00002.asd.sco	Guineapig2022_00003.asd.sco	Guineapig2022_00004.asd.sco	Guineapig2022_00005.asd.sco	Guineapig2022_00006.asd.sco	Guineapig2022_00007.asd.sco	Guineapig2022_00008.asd.sco	Guineapig2022_00009.asd.sco	Guineapig2022_00010.asd.sco	Guineapig2022_00011.asd.sco	Guineapig2022_00012.asd.sco	Guineapig2022_00013.asd.sco	Guineapig2022_00014.asd.sco	Guineapig2022_00015.asd.sco	Guineapig2022_00016.asd.sco	Guineapig2022_00017.asd.sco	Guineapig2022_00018.asd.sco
805	0.154583036899567	0.39893114566803	0.353039890527725	0.444459319114685	0.447159707546234	0.404866248369217	0.226453959941864	0.199119478464127	0.139094606041908	0.11590938270092	0.183152437210083	0.412582993507385	0.535660445690155	0.511718809604645	0.27380496263504	8.36387425661087E-02	0.268025159835815	0.211936146020889	 0.971606850624084 
806	0.154663115739822	0.399757742881775	0.354328185319901	0.445847868919373	0.448403686285019	0.406034171581268	0.226576492190361	0.19926805794239	0.13906691968441	0.116008169949055	0.183124288916588	0.413540422916412	0.536238133907318	0.512391626834869	0.27395161986351	8.36623832583427E-02	0.268076986074448	0.211345478892326	 0.971643805503845 
807	0.154727652668953	0.400658249855042	0.355628579854965	0.447276949882507	0.44961616396904	0.407293021678925	0.226702064275742	0.199433118104935	0.13914293050766	0.116112694144249	0.183138787746429	0.414449155330658	0.536959648132324	0.513131022453308	0.27406245470047	8.36719572544098E-02	0.268100708723068	0.210751190781593	 0.97161191701889 
808	0.15472948551178	0.40154430270195	0.356890738010406	0.448717802762985	0.450721353292465	0.408493548631668	0.226891040802002	0.199532851576805	0.139125809073448	0.116194382309914	0.183201313018799	0.415294170379639	0.537487745285034	0.513763070106506	0.274200111627579	8.37025046348572E-02	0.26812806725502	0.210179165005684	 0.971570551395416 
809	0.154705405235291	0.402384161949158	0.358138740062714	0.450139820575714	0.451804518699646	0.409657627344131	0.22704128921032	0.199571907520294	0.139040485024452	0.116257891058922	0.183258265256882	0.416119337081909	0.537949860095978	0.514362514019012	0.274376899003983	8.37268680334091E-02	0.268143147230148	0.209608659148216	 0.971562027931213 
810	0.15471225976944	0.403178244829178	0.359391808509827	0.451516091823578	0.452962040901184	0.410824328660965	0.22706550359726	0.199610248208046	0.138982802629471	0.116329848766327	0.183262035250664	0.41697034239769	0.538541495800018	0.515032052993774	0.274564653635025	8.37112367153168E-02	0.268123775720596	0.209014296531677	 0.971605062484741 
811	0.154749095439911	0.403968065977097	0.360534429550171	0.452823489904404	0.45406848192215	0.411835134029388	0.227133616805077	0.199771657586098	0.138990998268127	0.11646980047226	0.183266937732697	0.417787581682205	0.539040923118591	0.515612244606018	0.274659484624863	8.36731940507889E-02	0.268065214157104	0.208398163318634	 0.971612572669983 
812	0.154847517609596	0.404752522706985	0.361671209335327	0.454231649637222	0.455172657966614	0.412950098514557	0.227307021617889	0.19994281232357	0.139007717370987	0.116625852882862	0.183326095342636	0.418671160936356	0.539583683013916	0.516276717185974	0.274802893400192	8.37579295039177E-02	0.268105179071426	0.207905828952789	 0.971607029438019 
813	0.154908031225204	0.405549228191376	0.362861931324005	0.455670446157455	0.456263393163681	0.414155185222626	0.227497190237045	0.200060293078423	0.139005824923515	0.116738960146904	0.183415576815605	0.419534653425217	0.540172755718231	0.517046689987183	0.275000602006912	8.38562995195389E-02	0.268181264400482	0.207483410835266	 0.971614301204681 
814	0.154811471700668	0.406371921300888	0.364106953144073	0.456950157880783	0.457296192646027	0.415277004241943	0.2275620251894	0.20010507106781	0.138980820775032	0.116771318018436	0.183466479182243	0.420220464468002	0.540714919567108	0.517813444137573	0.275168001651764	8.37636291980743E-02	0.268133223056793	0.206976547837257	 0.971632301807404 
815	0.154880106449127	0.407209068536758	0.36529740691185	0.458208978176117	0.45833683013916	0.41639307141304	0.227692410349846	0.20012278854847	0.138951748609543	0.116842679679394	0.18348154425621	0.420955836772919	0.541155159473419	0.518387079238892	0.275281012058258	8.37584063410759E-02	0.268071085214615	0.20648430287838	 0.97161740064621 
816	0.154946401715279	0.407953262329102	0.366475075483322	0.459513038396835	0.459353566169739	0.41746199131012	0.22783026099205	0.200199723243713	0.138925924897194	0.116964146494865	0.18352310359478	0.421752989292145	0.541602492332459	0.51899516582489	0.27539911866188	8.37899670004845E-02	0.268050044775009	0.206017315387726	 0.971583068370819 
817	0.154950141906738	0.408651620149612	0.367678135633469	0.46086049079895	0.460349291563034	0.41851332783699	0.22794209420681	0.200328722596169	0.138915613293648	0.117118179798126	0.183614730834961	0.422602027654648	0.542143642902374	0.519702792167664	0.275545060634613	8.38080644607544E-02	0.268079876899719	0.205554500222206	 0.971574664115906 
818	0.154983684420586	0.409492462873459	0.368913471698761	0.462181508541107	0.461365193128586	0.419637829065323	0.228040710091591	0.200410291552544	0.1389339864254	0.117264553904533	0.183725923299789	0.423477917909622	0.542799890041351	0.520369470119476	0.275696992874146	0.083796001970768	0.268124639987946	0.205054566264153	 0.971643149852753 
819	0.155031800270081	0.410301595926285	0.370088547468185	0.46347975730896	0.46241894364357	0.420677423477173	0.228122025728226	0.200524315237999	0.138939753174782	0.117335446178913	0.183768451213837	0.424268811941147	0.54334545135498	0.521080493927002	0.275936931371689	8.37791860103607E-02	0.268177598714828	0.204585939645767	 0.971644461154938 
820	0.155087605118752	0.411031454801559	0.371169865131378	0.46473228931427	0.463432669639587	0.421658933162689	0.228202641010284	0.200604289770126	0.138928651809692	0.117333769798279	0.183729246258736	0.424943774938583	0.543789684772491	0.521739721298218	0.276160180568695	8.37672874331474E-02	0.268146067857742	0.20408371090889	 0.971635401248932 
821	0.155159547924995	0.411690592765808	0.372179061174393	0.465921193361282	0.464379459619522	0.422640234231949	0.22828796505928	0.200634151697159	0.138899430632591	0.117321468889713	0.18365815281868	0.425536543130875	0.544177293777466	0.522268652915955	0.27629280090332	8.37523937225342E-02	0.268038332462311	0.203521862626076	 0.971643447875977 
822	0.15529927611351	0.412378072738647	0.373236298561096	0.467079758644104	0.46538919210434	0.42370942234993	0.22837895154953	0.200740709900856	0.138855516910553	0.117441847920418	0.183696717023849	0.42619127035141	0.54457950592041	0.522713124752045	0.27639451622963	8.37105363607407E-02	0.26807513833046	0.202997401356697	 0.971674919128418 
823	0.155287072062492	0.413096606731415	0.37434908747673	0.468285828828812	0.466292589902878	0.424727886915207	0.228504598140717	0.200848311185837	0.138846054673195	0.117496885359287	0.183716490864754	0.42689648270607	0.54505842924118	0.52331805229187	0.276500642299652	8.36378484964371E-02	0.268132776021957	0.202471971511841	 0.971670985221863 
824	0.155249059200287	0.41379851102829	0.375472456216812	0.469533950090408	0.467187941074371	0.425706923007965	0.228607356548309	0.200931653380394	0.138868227601051	0.117547281086445	0.183696210384369	0.42759844660759	0.545522332191467	0.523923873901367	0.276614040136337	8.36093872785568E-02	0.268148064613342	0.201988860964775	 0.971695601940155 
825	0.155316218733788	0.414446473121643	0.376540243625641	0.470761626958847	0.46815299987793	0.426679134368896	0.228633984923363	0.200981572270393	0.138892129063606	0.117660455405712	0.183653369545937	0.428249090909958	0.545907199382782	0.524372220039368	0.276715487241745	0.083646796643734	0.268102020025253	0.20155157148838	 0.971775054931641 
826	0.155342862010002	0.415088772773743	0.377472221851349	0.471821695566177	0.468977242708206	0.427613526582718	0.228603303432465	0.200997278094292	0.138864010572433	0.117712296545506	0.183626100420952	0.428853660821915	0.546368002891541	0.524847626686096	0.276747703552246	8.35523456335068E-02	0.268054455518723	0.200974002480507	 0.971715331077576 
827	0.155329927802086	0.415651917457581	0.37844455242157	0.472864001989365	0.469893306493759	0.428517073392868	0.228618115186691	0.200972601771355	0.138766184449196	0.117731384932995	0.183596476912498	0.429529190063477	0.546777009963989	0.525396823883057	0.276855885982513	8.34769606590271E-02	0.268007874488831	0.20053468644619	 0.971727669239044 
828	0.155345648527145	0.4162218272686	0.379510521888733	0.474006563425064	0.470897734165192	0.429396539926529	0.228710263967514	0.200980424880981	0.138711109757423	0.117791675031185	0.183625414967537	0.430252879858017	0.547212660312653	0.52601146697998	0.277001053094864	8.34897980093956E-02	0.26799464225769	0.200199276208878	 0.971795260906219 
829	0.155448868870735	0.416900187730789	0.380628705024719	0.475267648696899	0.471879571676254	0.430278480052948	0.228846356272697	0.201081395149231	0.138796538114548	0.117939874529839	0.183744311332703	0.430935919284821	0.54775995016098	0.526629507541656	0.277096271514893	8.35709050297737E-02	0.268030256032944	0.199814885854721	 0.971826136112213 
830	0.155497252941132	0.417502343654633	0.381592482328415	0.476271241903305	0.472719103097916	0.431254267692566	0.2288608700037	0.201110363006592	0.138778001070023	0.11799617856741	0.183685451745987	0.431476414203644	0.548086583614349	0.527065515518188	0.277220845222473	0.083461619913578	0.267989277839661	0.199353590607643	 0.971814393997192 
831	0.15552493929863	0.418180197477341	0.382588714361191	0.477315604686737	0.473639309406281	0.432251155376434	0.228912174701691	0.201170086860657	0.138738632202148	0.118040233850479	0.183690562844276	0.432095915079117	0.548440933227539	0.527629911899567	0.277372360229492	8.34262743592262E-02	0.267994344234467	0.19893816113472	 0.971891164779663 
832	0.155561208724976	0.418888926506042	0.383654654026031	0.478482723236084	0.474612563848495	0.433203637599945	0.229016095399857	0.201261699199677	0.138721376657486	0.118099994957447	0.183755785226822	0.432806432247162	0.548889935016632	0.528265297412872	0.277514576911926	8.34659934043884E-02	0.268037289381027	0.198560014367104	 0.972005188465118 
833	0.155609637498856	0.419469267129898	0.384705156087875	0.479658931493759	0.475447833538055	0.434069901704788	0.229075953364372	0.201307877898216	0.138718634843826	0.118152268230915	0.1837118268013	0.433456212282181	0.54934173822403	0.528696596622467	0.277601480484009	8.33937004208565E-02	0.268017470836639	0.198118075728416	 0.971979260444641 
834	0.155569434165955	0.420147210359573	0.385753393173218	0.480742067098618	0.476302236318588	0.434957295656204	0.22907093167305	0.201299339532852	0.138663917779922	0.118149682879448	0.183667913079262	0.434021800756454	0.549794912338257	0.529308080673218	0.277742892503738	8.32109749317169E-02	0.267985135316849	0.197643294930458	 0.971949934959412 
835	0.155590116977692	0.420805752277374	0.386756181716919	0.481790751218796	0.477198272943497	0.435902237892151	0.229141414165497	0.20136471092701	0.138636842370033	0.118223041296005	0.183710634708405	0.434589117765427	0.550217807292938	0.529851615428925	0.27787846326828	8.31494182348251E-02	0.267983287572861	0.197236642241478	 0.971997320652008 
836	0.155646428465843	0.4213947057724	0.387708485126495	0.482840716838837	0.478085964918137	0.436850368976593	0.229284435510635	0.201503559947014	0.138638436794281	0.118336573243141	0.183806553483009	0.43517217040062	0.55062472820282	0.530288815498352	0.278009444475174	8.32080245018005E-02	0.268004924058914	0.196890518069267	 0.972061574459076 
837	0.15553879737854	0.421995341777802	0.388667196035385	0.483905673027039	0.478888392448425	0.43769645690918	0.229345500469208	0.201575502753258	0.138583481311798	0.118282645940781	0.183816865086555	0.435722172260284	0.551095485687256	0.530882060527802	0.278223812580109	8.31277221441269E-02	0.268007576465607	0.196488484740257	 0.972014248371124 
838	0.155712246894836	0.422565907239914	0.389554440975189	0.484984189271927	0.479684948921204	0.438558161258698	0.229408174753189	0.201577454805374	0.13855554163456	0.118259273469448	0.183840483427048	0.436326235532761	0.551385700702667	0.531306028366089	0.278330266475677	8.30461233854294E-02	0.268031150102615	0.196052193641663	 0.972102761268616 
839	0.155872911214828	0.42309358716011	0.390420496463776	0.485992401838303	0.480502486228943	0.439432144165039	0.229414239525795	0.201551094651222	0.138504132628441	0.118246920406818	0.183846801519394	0.436874359846115	0.55166882276535	0.531742453575134	0.27840319275856	8.29546824097633E-02	0.268011212348938	0.195644557476044	 0.97218531370163 
840	0.155837446451187	0.423640936613083	0.391326993703842	0.486914396286011	0.481359273195267	0.440272986888886	0.229380652308464	0.201536104083061	0.13841401040554	0.11824057251215	0.183843776583672	0.437339514493942	0.552089929580688	0.532330274581909	0.278508424758911	8.28602463006973E-02	0.267963141202927	0.195290923118591	 0.972184181213379 
841	0.155823111534119	0.424365639686584	0.392299622297287	0.487850248813629	0.482258349657059	0.440988332033157	0.229471907019615	0.201540008187294	0.138359248638153	0.118316560983658	0.183929622173309	0.437869906425476	0.552594304084778	0.532966554164886	0.278602749109268	8.28277394175529E-02	0.268048465251923	0.194931045174599	 0.972204506397247 
842	0.155903995037079	0.424980014562607	0.39323553442955	0.488788634538651	0.483049750328064	0.441833168268204	0.229558810591698	0.201501622796059	0.138336703181267	0.118339091539383	0.183898240327835	0.438430607318878	0.553016781806946	0.533457159996033	0.278714567422867	8.27538073062897E-02	0.268082171678543	0.194588661193848	 0.972253382205963 
843	0.156018301844597	0.425476223230362	0.394120693206787	0.489704936742783	0.483814537525177	0.442617893218994	0.229541346430779	0.201468423008919	0.138303279876709	0.118369363248348	0.183862686157227	0.438930451869965	0.553350865840912	0.533861696720123	0.278813362121582	8.26671794056892E-02	0.268036752939224	0.194211944937706	 0.972297370433807 
844	0.156065568327904	0.425919979810715	0.394966602325439	0.490579813718796	0.484621316194534	0.443222403526306	0.229420155286789	0.20146544277668	0.138232618570328	0.118440620601177	0.183912664651871	0.43932318687439	0.553644061088562	0.534297049045563	0.278877347707748	8.25937986373901E-02	0.267950743436813	0.193781062960625	 0.97231113910675 
845	0.155948966741562	0.426358103752136	0.395781278610229	0.491426885128021	0.485338568687439	0.444033652544022	0.229436933994293	0.20137757062912	0.13817286491394	0.118370182812214	0.18384163081646	0.439718961715698	0.553967416286469	0.534856855869293	0.278948366641998	8.24524834752083E-02	0.267923623323441	0.193413257598877	 0.972367465496063 
846	0.155959904193878	0.426888942718506	0.396685689687729	0.492371618747711	0.486155062913895	0.444879233837128	0.229502961039543	0.201401919126511	0.138177692890167	0.118339158594608	0.18391340970993	0.440288633108139	0.554333329200745	0.535333871841431	0.279111564159393	8.23731273412704E-02	0.26794359087944	0.193071559071541	 0.972423195838928 
847	0.156045913696289	0.427507251501083	0.397615671157837	0.493389189243317	0.487026572227478	0.445732593536377	0.229550793766975	0.20146569609642	0.138170197606087	0.118371464312077	0.184050679206848	0.440871000289917	0.55471009016037	0.535785138607025	0.279309064149857	8.23628008365631E-02	0.268007129430771	0.192729517817497	 0.972476541996002 
848	0.156071022152901	0.428111135959625	0.398444324731827	0.494365066289902	0.487811058759689	0.446580499410629	0.229548707604408	0.201441764831543	0.138077557086945	0.118419609963894	0.184091627597809	0.441255003213882	0.555055141448975	0.536300480365753	0.279437392950058	8.23654532432556E-02	0.268072426319122	0.192371785640717	 0.97251957654953 
849	0.156159818172455	0.428485631942749	0.399168372154236	0.49518746137619	0.488431721925735	0.44736385345459	0.22963559627533	0.20144160091877	0.138076707720757	0.11842605471611	0.184103712439537	0.441643446683884	0.555475413799286	0.536794900894165	0.279500603675842	8.23092088103294E-02	0.268008917570114	0.192068204283714	 0.972638547420502 
850	0.156146392226219	0.428907126188278	0.399898409843445	0.49593910574913	0.48908931016922	0.448090344667435	0.229670494794846	0.201451048254967	0.138009414076805	0.118407674133778	0.184097439050674	0.442048788070679	0.555756330490112	0.537185847759247	0.279557704925537	8.21259617805481E-02	0.267906188964844	0.191620200872421	 0.972675025463104 
851	0.156146392226219	0.429436951875687	0.400699645280838	0.496722161769867	0.48984569311142	0.448803842067719	0.229682415723801	0.201470911502838	0.137941673398018	0.118406854569912	0.184115201234818	0.442444026470184	0.555970907211304	0.537485778331757	0.279631912708282	8.19501653313637E-02	0.267857760190964	0.191139623522758	 0.972659766674042 
852	0.156346648931503	0.429998964071274	0.401578724384308	0.497603923082352	0.490655779838562	0.449553817510605	0.229772731661797	0.201508209109306	0.138013452291489	0.118457175791264	0.184195041656494	0.44280681014061	0.556311666965485	0.537787199020386	0.279731303453445	8.19584131240845E-02	0.26792111992836	0.190849155187607	 0.972699761390686 
853	0.156426221132278	0.430563718080521	0.402428716421127	0.498462826013565	0.491428732872009	0.4503373503685	0.229890659451485	0.20157915353775	0.138049721717834	0.118483141064644	0.184277713298798	0.443302810192108	0.556690037250519	0.538305044174194	0.27993306517601	8.19146931171417E-02	0.268002897500992	0.190570279955864	 0.972726464271545 
854	0.156350985169411	0.431047737598419	0.403297126293182	0.499210774898529	0.492161452770233	0.451036512851715	0.229921236634254	0.201594457030296	0.137984365224838	0.118460021913052	0.184330135583878	0.443787842988968	0.557014644145966	0.538850784301758	0.280122876167297	8.18204134702683E-02	0.268005877733231	0.190191358327866	 0.972775638103485 
855	0.156276166439056	0.431473284959793	0.404148250818253	0.499947220087051	0.492875307798386	0.451655298471451	0.229873701930046	0.201551079750061	0.137877270579338	0.118401274085045	0.184359148144722	0.444214671850204	0.557280719280243	0.539272785186768	0.280264317989349	8.16924199461937E-02	0.267937868833542	0.189790308475494	 0.972851693630219 
856	0.156428679823875	0.431944042444229	0.404896408319473	0.500876069068909	0.493605077266693	0.452302575111389	0.229858726263046	0.201516821980476	0.137860253453255	0.118356540799141	0.18440043926239	0.44464123249054	0.557564079761505	0.539541900157928	0.280395239591599	8.15610587596893E-02	0.267899692058563	0.189552947878838	 0.972943127155304 
857	0.156411960721016	0.432364851236343	0.405581742525101	0.501678943634033	0.494252949953079	0.452920883893967	0.229854166507721	0.201424360275269	0.13778381049633	0.118394747376442	0.184401005506516	0.445051044225693	0.557831823825836	0.540014088153839	0.280449450016022	8.15346390008926E-02	0.26794221997261	0.189198851585388	 0.972924292087555 
858	0.156372398138046	0.432799249887466	0.406254202127457	0.502370178699493	0.494865715503693	0.453567117452621	0.22979648411274	0.201356619596481	0.137694701552391	0.118444107472897	0.184421986341476	0.445461988449097	0.558092355728149	0.540460288524628	0.280457824468613	8.14184620976448E-02	0.267943114042282	0.188840225338936	 0.972895205020905 
859	0.156408086419106	0.433265656232834	0.406991541385651	0.503051817417145	0.495512932538986	0.454295217990875	0.229728356003761	0.201361954212189	0.137642845511436	0.118434399366379	0.184490248560905	0.445907980203629	0.558369219303131	0.540793240070343	0.280519783496857	8.12417417764664E-02	0.267908930778503	0.188539788126945	 0.972952663898468 
860	0.156481847167015	0.433706641197205	0.407868832349777	0.503850817680359	0.49624502658844	0.455114632844925	0.229796960949898	0.201418235898018	0.137646928429604	0.118337385356426	0.184575513005257	0.446415543556213	0.558681070804596	0.541157305240631	0.280761390924454	0.081289641559124	0.267991781234741	0.188247263431549	 0.973110616207123 
861	0.156579151749611	0.434162318706512	0.408676534891129	0.504671990871429	0.496939331293106	0.455800950527191	0.229928359389305	0.201453059911728	0.13768570125103	0.118420407176018	0.184710219502449	0.446862488985062	0.558994650840759	0.54167628288269	0.280922383069992	8.12983885407448E-02	0.268046528100967	0.187981739640236	 0.973101615905762 
862	0.156634345650673	0.434576213359833	0.409400463104248	0.505436062812805	0.497632890939713	0.456446260213852	0.229986160993576	0.201434969902039	0.137665510177612	0.11853189021349	0.184759989380836	0.447249442338943	0.559321999549866	0.542103946208954	0.281001389026642	8.11751261353493E-02	0.268066018819809	0.187678962945938	 0.973056435585022 
863	0.156625583767891	0.434935510158539	0.410082161426544	0.506120324134827	0.498326689004898	0.457128942012787	0.229959562420845	0.201379433274269	0.137573346495628	0.118522755801678	0.184721902012825	0.447608888149261	0.559639573097229	0.542381823062897	0.281073957681656	8.09764042496681E-02	0.268068820238113	0.187317252159119	 0.973092317581177 
864	0.156622484326363	0.435353100299835	0.410820245742798	0.506827473640442	0.498968452215195	0.45784991979599	0.230059385299683	0.201371878385544	0.137545183300972	0.118388302624226	0.184841603040695	0.448020190000534	0.559910953044891	0.542878746986389	0.281273394823074	8.09347555041313E-02	0.268097519874573	0.18697664141655	 0.973268508911133 
865	0.156661346554756	0.435758322477341	0.411506116390228	0.507572293281555	0.499604523181915	0.458467960357666	0.230084970593452	0.201257556676865	0.137492746114731	0.118352971971035	0.184806317090988	0.448422402143478	0.560210585594177	0.543302178382874	0.281413555145264	8.08579102158546E-02	0.268084198236465	0.186667934060097	 0.973306119441986 
866	0.156714022159576	0.436186850070953	0.412135988473892	0.508272767066956	0.500245094299316	0.458964139223099	0.230054780840874	0.201184421777725	0.137437179684639	0.118349656462669	0.184855431318283	0.448780179023743	0.560532808303833	0.543666124343872	0.281509578227997	8.07725861668587E-02	0.268084615468979	0.186361253261566	 0.973342418670654 
867	0.156760409474373	0.436650663614273	0.412753403186798	0.508904933929443	0.500913977622986	0.459422767162323	0.230012103915215	0.20123977959156	0.137390911579132	0.118303425610065	0.185108065605164	0.449103385210037	0.560871839523315	0.544044077396393	0.281618922948837	8.07159841060638E-02	0.268136441707611	0.186038836836815	 0.973492324352264 
868	0.15683026611805	0.437035918235779	0.413414388895035	0.509584963321686	0.501656055450439	0.460034102201462	0.22992005944252	0.20122230052948	0.137286350131035	0.118274867534637	0.185147941112518	0.449454456567764	0.561235070228577	0.544441819190979	0.281765252351761	8.06331783533096E-02	0.268161565065384	0.18572162091732	 0.973547160625458 
869	0.156817346811295	0.437423914670944	0.41416797041893	0.510294675827026	0.502287209033966	0.46070858836174	0.229942217469215	0.201174840331078	0.137220397591591	0.118277952075005	0.18518540263176	0.449775576591492	0.561523973941803	0.54495233297348	0.281876385211945	8.06023553013802E-02	0.268189042806625	0.185442999005318	 0.973516881465912 
870	0.156834304332733	0.4377581179142	0.414875566959381	0.510912120342255	0.502799510955811	0.461371570825577	0.229964643716812	0.201084539294243	0.13714188337326	0.118253111839294	0.185246676206589	0.450084567070007	0.561683893203735	0.545318365097046	0.281947314739227	8.05380642414093E-02	0.268193125724792	0.185132905840874	 0.973466277122498 
871	0.156972452998161	0.438030660152435	0.415463119745255	0.511415839195251	0.503296613693237	0.462013989686966	0.22988472878933	0.200972020626068	0.137016102671623	0.118180826306343	0.185325935482979	0.450440883636475	0.561785757541656	0.545438945293427	0.282026886940002	8.04046392440796E-02	0.268184959888458	0.184760168194771	 0.973503530025482 
872	0.157037109136581	0.438389718532562	0.416115015745163	0.512048184871674	0.503909647464752	0.462721616029739	0.229837968945503	0.200943231582642	0.136965438723564	0.118203423917294	0.185447975993156	0.450860321521759	0.562082171440125	0.545848906040192	0.282186061143875	8.04503858089447E-02	0.268275111913681	0.184458389878273	 0.973588705062866 
873	0.157004803419113	0.438739508390427	0.416789382696152	0.512662351131439	0.504512190818787	0.463268607854843	0.229808330535889	0.200892567634583	0.136850848793983	0.118190087378025	0.185406789183617	0.45123964548111	0.562313616275787	0.546215295791626	0.282379388809204	8.03823694586754E-02	0.268261969089508	0.184159189462662	 0.973571300506592 
874	0.157003566622734	0.439123183488846	0.417474061250687	0.51329642534256	0.505043566226959	0.463736236095428	0.229778185486794	0.200869843363762	0.136744633316994	0.118139266967773	0.185436204075813	0.451582968235016	0.562541484832764	0.546542704105377	0.282519400119781	8.02146941423416E-02	0.268234580755234	0.183852627873421	 0.973518908023834 
875	0.157134667038918	0.439581751823425	0.418160498142242	0.514007925987244	0.50553971529007	0.464294940233231	0.229740113019943	0.200929567217827	0.136733517050743	0.118087254464626	0.185749635100365	0.451940715312958	0.562874138355255	0.546943545341492	0.282566279172897	8.00841972231865E-02	0.268324017524719	0.18354132771492	 0.973582923412323 
876	0.157125920057297	0.439873039722443	0.418758451938629	0.514568865299225	0.50620573759079	0.464871138334274	0.229699641466141	0.200885191559792	0.136609748005867	0.117980286478996	0.185782730579376	0.452279448509216	0.563004076480865	0.547341763973236	0.282664746046066	8.00941213965416E-02	0.268313884735107	0.183155432343483	 0.97370582818985 
877	0.15710324048996	0.440210670232773	0.419356971979141	0.515229225158691	0.506874263286591	0.465503066778183	0.229673564434052	0.200777962803841	0.136523842811584	0.117962665855885	0.185784980654716	0.452630996704102	0.563217341899872	0.547786712646484	0.282772809267044	7.99988731741905E-02	0.268372923135757	0.182805076241493	 0.973842620849609 
878	0.157147988677025	0.44056037068367	0.420004993677139	0.515916168689728	0.507428228855133	0.466147065162659	0.229687735438347	0.200737491250038	0.136520951986313	0.117986761033535	0.185907632112503	0.452998697757721	0.563547313213348	0.548221290111542	0.282930552959442	7.98885300755501E-02	0.26846382021904	0.182529792189598	 0.973955154418945 
879	0.157282873988152	0.440810471773148	0.420676290988922	0.516451835632324	0.507841885089874	0.466735661029816	0.229737430810928	0.200843319296837	0.136552631855011	0.11793927103281	0.186155825853348	0.453352093696594	0.56385749578476	0.54855078458786	0.283162623643875	7.99421668052673E-02	0.268469363451004	0.182288452982903	 0.974014520645142 
880	0.157405942678452	0.441145122051239	0.421114921569824	0.517010033130646	0.508339405059814	0.467308878898621	0.229668587446213	0.200744822621346	0.136428043246269	0.117909923195839	0.186132565140724	0.453577995300293	0.563908994197845	0.548766613006592	0.283226251602173	7.98858180642128E-02	0.26843523979187	0.181874811649323	 0.974000573158264 
881	0.157445058226585	0.441434174776077	0.421601921319962	0.517601370811462	0.508911073207855	0.467807710170746	0.229570284485817	0.200589373707771	0.136337459087372	0.117883414030075	0.186205700039864	0.453859478235245	0.563980638980865	0.549035966396332	0.283343523740768	7.97509402036667E-02	0.268420964479446	0.181453555822372	 0.974022686481476 
882	0.157402217388153	0.441666096448898	0.422216892242432	0.518179833889008	0.50945907831192	0.468288689851761	0.229521542787552	0.200469046831131	0.136294841766357	0.117848724126816	0.186413258314133	0.454203873872757	0.564180552959442	0.54936671257019	0.283473193645477	7.96230435371399E-02	0.268447875976563	0.181068867444992	 0.974010586738586 
883	0.157340452075005	0.441945463418961	0.422886937856674	0.518724381923676	0.50992226600647	0.468872129917145	0.229562312364578	0.200417205691338	0.136203274130821	0.117802977561951	0.186573445796967	0.454536259174347	0.564497172832489	0.549709677696228	0.28347259759903	7.95843750238419E-02	0.268512934446335	0.180678874254227	 0.973924577236176 
884	0.157238155603409	0.442241191864014	0.423332661390305	0.519253194332123	0.510451197624207	0.46929132938385	0.229476645588875	0.200324609875679	0.136017337441444	0.1176782771945	0.18659333884716	0.454807370901108	0.564711511135101	0.550052106380463	0.283568859100342	7.94811919331551E-02	0.268478691577911	0.180182859301567	 0.974053144454956 
885	0.157340973615646	0.442611008882523	0.423815816640854	0.519763350486755	0.511036813259125	0.469705522060394	0.229303225874901	0.20019493997097	0.135883793234825	0.117628581821918	0.186638876795769	0.455047279596329	0.56489086151123	0.5503790974617	0.283698886632919	7.93744325637817E-02	0.268497675657272	0.17975902557373	 0.974170446395874 
886	0.157511621713638	0.443010360002518	0.424410849809647	0.520293176174164	0.511598885059357	0.470195263624191	0.229160264134407	0.200063019990921	0.13582219183445	0.117631278932095	0.186768338084221	0.455342352390289	0.565082371234894	0.550689697265625	0.283829718828201	7.92986825108528E-02	0.268564373254776	0.179417908191681	 0.974214375019073 
887	0.15738083422184	0.443300783634186	0.424982964992523	0.520868360996246	0.512010514736176	0.470717251300812	0.22915980219841	0.199967086315155	0.135741323232651	0.117541469633579	0.18692335486412	0.45574814081192	0.565259993076324	0.550965547561646	0.283956795930862	7.92516246438026E-02	0.268548667430878	0.17903259396553	 0.974211513996124 
888	0.157451003789902	0.443586409091949	0.425579458475113	0.521499931812286	0.512455701828003	0.471320956945419	0.229183495044708	0.199980288743973	0.13573993742466	0.117610611021519	0.187154352664948	0.45611497759819	0.565473914146423	0.551311552524567	0.284152060747147	7.92996883392334E-02	0.268711984157562	0.178786054253578	 0.974136710166931 
889	0.157448455691338	0.443823337554932	0.426092088222504	0.522034108638763	0.512927949428558	0.471877753734589	0.229071900248528	0.19982798397541	0.135624319314957	0.117543503642082	0.187230497598648	0.456323206424713	0.565665662288666	0.551642119884491	0.284289866685867	7.91833102703094E-02	0.268721550703049	0.178418844938278	 0.974207818508148 
890	0.157364815473557	0.444021046161652	0.426553010940552	0.522502541542053	0.513441443443298	0.472356110811234	0.228895172476768	0.199563652276993	0.135436043143272	0.117365024983883	0.187228038907051	0.456516116857529	0.56588089466095	0.551933765411377	0.284340649843216	0.078966848552227	0.26861560344696	0.177926614880562	 0.974372863769531 
